Date|Time|Description
2026-01-27|14:38:15|TRUMP: WE SOLVED A TREMENDOUS PROBLEM IN CONJUNCTION WITH SYRIA
2026-01-27|14:40:15|TRUMP: WE WILL FIND A SOLUTION TOGETHER WITH SOUTH KOREA  WHEN ASKED ABOUT HIS ANNOUNCEMENT OF RAISING TARIFFS AGAINST KOREA - YONHAP
2026-01-27|15:41:15|REPUBLICAN SENATOR TILLIS SAYS HOMELAND SECRETARY NOEM 'SHOULD BE OUT OF A JOB'
2026-01-27|15:51:15|TRUMP: WORKING FOR A DEAL ON E15
2026-01-27|15:52:15|TRUMP: I WOULD SIGN A BILL ON IT WITHOUT DELAY
2026-01-27|16:08:15|TRUMP: I WILL ANNOUNCE FED CHAIR PICK SOON
2026-01-27|16:25:15|TRUMP: AN ARMADA IS FLOATING TOWARDS IRAN RIGHT NOW
2026-01-27|20:55:26|CHINA APPROVES FIRST BATCH OF NVIDIA'S H200 AI CHIPS FOR IMPORT  SOURCES SAY  APPROVAL COVERS SEVERAL HUNDRED THOUSAND H200 CHIPS  ALLOCATED TO THREE MAJOR CHINESE TECH FIRMS  SOURCES SAY
2026-01-28|05:16:27|"TRUMP: HOPEFULLY IRAN WILL QUICKLY ""COME TO TABLE""  TRUMP: TIME IS RUNNING OUT FOR IRAN"
2026-01-28|05:16:28|TRUMP: NEXT ATTACK WOULD BE WORSE THAN STRIKE ON NUCLEAR SITES
2026-01-28|05:17:27|TRUMP: IRAN CANNOT HAVE NUCLEAR WEAPONS
2026-01-28|05:17:28|TRUMP: 'MASSIVE ARMADA' IS HEADING QUICKLY TO IRAN
2026-01-28|06:16:27|**GOLD COULD HIT $6 000  SAYS DEUTSCHE BANK**  Deutsche Bank says gold prices could climb to $6 000 an ounce this year  driven by a weak U.S. dollar and rising investor demand for non-dollar and real assets. Gold futures rose 3.4% to $5 254.70 after hitting $5 306  while the dollar index hovered near a four-year low.
2026-01-28|06:18:28|$NVDA - NVIDIA STOCK JUMPS ON CHINA CHIP SALES APPROVAL  Nvidia shares rose 1.9% premarket after China approved purchases of its H200 AI chips  potentially unlocking about $10 billion in sales. The powerful chips are more advanced than any Nvidia was previously allowed to sell in China  with buyers including Alibaba and ByteDance.
2026-01-28|06:19:27|**DOVISH FED SIGNALS COULD PRESSURE THE DOLLAR**  The dollar has stabilized but remains vulnerable after Trump signaled comfort with a weaker currency and rising expectations of a more dovish Fed leadership. Political risks and a likely Fed hold keep pressure on the greenback  with any dovish guidance likely to push the dollar and Treasury yields lower.
2026-01-28|06:25:28|U.S. NATURAL GAS FUTURES PLUNGE OVER 15% TO $5.903/MMBTU
2026-01-28|06:27:28|**TRUMP BLASTS MINNEAPOLIS MAYOR OVER IMMIGRATION LAWS**  Trump criticized Mayor Jacob Frey after he said Minneapolis will not enforce federal immigration laws  calling the stance a serious legal violation and warning he is “playing with fire.”
2026-01-28|06:30:28|**🇩🇪 GERMANY CUTS GROWTH FORECASTS  RELIES ON STIMULUS  **Germany now expects 1.0% growth in 2026  down from 1.3%  and cut its 2027 forecast to 1.3%. The economy ministry says most growth will come from fiscal stimulus  with net trade again weighing on the outlook.
2026-01-28|06:32:27|BESSENT:ANNOUNCEMENTS COMING ON PHILANTHROPISTS  TRUMP ACCOUNTS
2026-01-28|06:42:28|**EM MARKETS RALLY AS TRUMP SHRUGS OFF WEAK DOLLAR**  Emerging-market currencies and stocks rose as Trump downplayed concerns about the dollar. EM currencies gained 0.3% and stocks jumped 1.6%  led by Asian tech shares. Investors see continued dollar weakness boosting flows into higher-yielding and risk assets  benefiting currencies like the rand  real  and won.
2026-01-28|06:42:29|RUSSIA  UKRAINE  US TALKS TO CONTINUE ON FEB. 1 - IFAX
2026-01-28|06:42:30|**BONDS NO LONGER A SAFE HEDGE  SAYS BLACKROCK**  BlackRock says bonds no longer offer reliable portfolio protection amid rising volatility. Spikes in long-term yields are fueling debt concerns  driven largely by U.S. tariff risks  with impacts strongest in Japan. The firm remains underweight long-term U.S. and Japanese government bonds.
2026-01-28|06:50:28|**TETHER HAS QUIETLY AMASSED AROUND 140 TONS OF GOLD**  Tether has quietly amassed around 140 tons of gold—worth about $24 billion—making it the largest known private holder outside banks and governments. The crypto giant is buying 1–2 tons per week  storing bullion in a former Swiss nuclear bunker  and plans to expand into gold trading.  Its purchases have made it one of the biggest new buyers globally  contributing to gold’s surge to record highs above $5 200 an ounce. Tether is also backing its gold token (XAUT) with physical metal and expects it to reach up to $10 billion in circulation.  The company says it views gold like a central bank reserve asset and sees growing demand as trust in fiat currencies weakens.
2026-01-28|07:02:28|IRAN MISSION TO UN: IRAN STANDS READY FOR DIALOGUE  IRAN MISSION TO UN: BUT IF PUSHED WILL DEFEND ITSELF
2026-01-28|07:10:28|**DOLLAR RISK PREMIUM RISES AFTER TRUMP COMMENTS  SAYS BARCLAYS**  Barclays warns that the extra return investors demand for holding dollars is growing  fueled by Trump’s support for a weaker dollar. The euro is now the main anti-dollar trade  while the dollar nears four-year lows  pressured also by a stronger yen and expectations around the Fed.
2026-01-28|07:15:28|TETHER CEO: AIMS TO ALLOCATE 10-15% TO PHYSICAL GOLD IN ITS INVESTMENT PORTFOLIO
2026-01-28|07:28:28|**GOLD OUTPACING S&P 500 SIGNALS TROUBLE FOR STOCKS: STIFEL**  The S&P 500 is lagging gold as the metal hits record highs above $5 300  while the index stalls near 7 000. Over the past year  gold surged 90% versus a 15% gain for stocks—a divergence seen only four times in the past century  often followed by years of stock stagnation. Rising gold reflects a flight from the dollar amid Fed rate expectations and U.S. policy uncertainty  suggesting potential consolidation for equities.
2026-01-28|07:31:28|🚨 S&P 500 HITS 7 000 POINTS FOR THE FIRST TIME
2026-01-28|07:40:28|TRUMP CELEBRATES S&P 500 RECORD HIGH
2026-01-28|07:45:28|*BOC LEAVES KEY INTEREST RATE AT 2.25%; EST. 2.25%
2026-01-28|07:46:28|**BANK OF CANADA HOLDS RATES  CITES US TRADE RISKS**  The Bank of Canada kept its overnight rate at 2.25%  citing modest near-term growth and elevated uncertainty from U.S. trade policies and geopolitical risks. GDP is projected to rise 1.1% in 2026 and 1.5% in 2027  while inflation is expected to stay near the 2% target. The Bank says the current rate is appropriate but will adjust if economic conditions change.
2026-01-28|07:47:28|$NVDA $AMZN - NVIDIA AND AMAZON MAY BE PART OF OPENAI FUNDING ROUND - CNBC'S FABER
2026-01-28|07:48:30|GERMAN CHANCELLOR MERZ: BASIS FOR RATIFICATION OF EU-US TRADE AGREEMENT IS IN PLACE  BUT US MUST HONOUR ITS COMMITMENTS
2026-01-28|07:49:28|GERMAN'S MERZ: WE ARE NOT PREPARED TO ACCEPT A DETERIORATION OF TRADE DEAL
2026-01-28|07:54:28|GERMANY'S MERZ: I HAVE NO REASON TO DOUBT HEALTH OF US PRESIDENT TRUMP
2026-01-28|08:02:28|**US DEBT RATING STABLE  SECOND DOWNGRADE UNLIKELY – FITCH**  Fitch says a second U.S. credit downgrade is unlikely soon  as the 2023 cut to AA+ already reflects current fiscal pressures. The stable outlook means no downgrade is expected in the next one to two years  with the dollar’s reserve status remaining a key factor despite recent volatility.
2026-01-28|08:04:28|IRANIAN GOV'T 'DAYS ARE NUMBERED': GERMANY'S MERZ
2026-01-28|08:07:28|CHEVRON TO INCREASE EXPORTS OF VENEZUELAN OIL TO U.S. TO SOME 300 000 BPD IN MARCH  SOURCES SAY
2026-01-28|08:08:28|BESSENT ON U.S. DOLLAR: U.S. ALWAYS HAS A STRONG DOLLAR POLICY -CNBC INTERVIEW
2026-01-28|08:09:28|BESSENT ON U.S. DOLLAR: STRONG DOLLAR MEANS SETTING RIGHT FUNDAMENTALS
2026-01-28|08:09:29|BESSENT ON U.S. DOLLAR: IF WE HAVE SOUND POLICY THE MONEY WILL FLOW IN
2026-01-28|08:09:30|BESSENT:  U.S. NOT INTERVENING IN CURRENCY MARKET TO SUPPORT JAPANESE YEN
2026-01-28|08:11:28|BESSENT ON FED: UP TO FED ON RATES
2026-01-28|08:11:29|BESSENT ON FED: HOPE THAT THEY WILL HAVE AN OPEN MIND
2026-01-28|08:11:30|*BESSENT SAYS US 'ABSOLUTELY NOT' INTERVENING IN DOLLAR-YEN
2026-01-28|08:12:28|BESSENT ON FED:  SPOKE WITH TRUMP ON FED CHAIR ON TUESDAY
2026-01-28|08:13:28|US DOLLAR EXTENDS GAINS AFTER BESSENT AFFIRMS STRONG DOLLAR POLICY; LAST UP 0.9% VS YEN AT 153.55
2026-01-28|08:14:29|BESSENT  ASKED ABOUT EUROPE AND INDIA TRADE DEAL: FIND EUROPEANS DISAPPOINTING
2026-01-28|08:15:28|BESSENT ON CANADA TRADE: ENCOURAGING CARNEY TO DO WHAT HE THINKS IS BEST FOR CANADIANS
2026-01-28|08:15:29|*YEN EXTENDS DROP TO 1% VS USD ON BESSENT INTERVENTION COMMENTS
2026-01-28|08:16:28|BESSENT ON POTENTIAL FOR U.S. GOV'T SHUTDOWN: DON'T KNOW WHAT TO EXPECT
2026-01-28|08:56:28|RUBIO: WE ARE IN A GOOD PLACE WITH GREENLAND NOW
2026-01-28|09:05:28|🇮🇳INDIA TO IMMEDIATELY SLASH TARIFFS ON 100 000 EUROPEAN CARS A YEAR TO 30%-35% FROM AS HIGH AS 110%  SENIOR INDIAN OFFICIAL SAYS
2026-01-28|09:06:28|🇮🇳IN**DIA SLASHES EU CAR TARIFFS UNDER NEW TRADE DEAL  **India will cut import duties on high-end European cars to 30% from up to 110%  opening its luxury market to brands like BMW and Mercedes. Cars priced €35 000–€50 000 and above get the biggest cuts  with annual import caps. Tariffs on EVs over €20 000 will drop to 30–35% after five years  protecting local manufacturers while gradually boosting European imports.
2026-01-28|09:27:28|TRUMP: GOING TO PUT ZELDIN IN CHARGE OF PERMITS TO OVERRIDE LOCAL AUTHORITIES IN CALIFORNIA
2026-01-28|09:29:29|TRUMP: DON'T THINK DIMON LIKES ME TOO MUCH THESE DAYS
2026-01-28|09:48:29|TRUMP: VISA CREATING PLATFORM FOR CASH-BACK REWARDS IN ACCOUNTS
2026-01-28|10:16:29|U.S. AGENTS INVOLVED IN SATURDAY'S MINNEAPOLIS SHOOTING HAVE BEEN PLACED ON ADMINISTRATIVE LEAVE -MS NOW
2026-01-28|10:17:30|**FED HAS NOT COMPLIED WITH SUBPOENA AS POWELL PROBE CONTINUES**  The Federal Reserve has yet to comply with grand jury subpoenas in the criminal investigation of Chair Jerome Powell  according to a source. The probe  linked to Powell’s June Senate testimony and a $2.5 billion Fed HQ renovation  is reportedly tied to Trump’s frustration over slower-than-desired rate cuts.
2026-01-28|10:27:29|**KALSHI PREDICTION MARKET PROVES ACCURATE ON FED POLICY**  A new study finds Kalshi  the trading platform known for bets on sports and elections  is also a strong predictor of Fed decisions and economic data. Its forecasts often match or beat professional economists  even during surprise rate moves  and accurately anticipate CPI and unemployment figures.  By aggregating real-time trades  Kalshi captures a “wisdom of the crowd” effect  offering a full range of probabilities rather than single estimates  making it a potentially valuable tool for market participants.
2026-01-28|10:37:29|PARAMOUNT+ PLANS MOVE INTO SHORT-FORM VIDEO: INSIDER
2026-01-28|10:38:30|Elliott Hasn't Ruled out Counter Tender Offer as Option for Toyota Industries -- Source  Elliott May Build Its Stake in Toyota Industries Further -- Source
2026-01-28|10:41:31|FBI IS EXECUTING A SEARCH WARRANT AT A FULTON COUNTY ELECTION OFFICE IN GEORGIA RELATED TO 2020 ELECTION - FOX NEWS
2026-01-28|10:41:32|NEURALINK: WE NOW HAVE 21 PARTICIPANTS ENROLLED IN TRIALS WORLDWIDE
2026-01-28|10:41:33|*BLACKSTONE MULLS COMMITTING DEBT TO ORACLE PROJECT IN MICHIGAN
2026-01-28|10:42:29|ADVISER TO IRAN'S SUPREME LEADER SAYS ANY MILITARY ACTION FROM U.S. WILL SEE IRAN TARGETING U.S. AND ISRAEL AND THOSE WHO SUPPORT IT - POST ON X
2026-01-28|10:49:30|SENIOR ADVISER TO IRAN'S SUPREME LEADER KHAMENEI ON X: TALK OF A LIMITED STRIKE BY U.S. IS 'AN ILLUSION'  IRAN'S SHAMKHANI: IRAN'S RESPONSE TO ANY U.S. STRIKE WILL BE IMMEDIATE  ALL-OUT  AND UNPRECEDENTED
2026-01-28|10:51:29|FBI IS EXECUTING A SEARCH WARRANT AT A FULTON COUNTY ELECTION OFFICE IN GEORGIA RELATED TO 2020 ELECTION - LAW ENFORCEMENT OFFICIAL
2026-01-28|11:16:30|ELON MUSK: NEXT GENERATION NEURALINK CYBERNETIC AUGMENT WITH 3X CAPABILITY WILL BE READY LATER THIS YEAR.   - X POST
2026-01-28|11:18:30|ELON MUSK: NEURALINK ALSO READY TO DO FIRST BLINDSIGHT AUGMENT THAT WILL ENABLE THOSE WHO HAVE EVEN COMPLETE LOSS OF VISION TO SEE IN LOW RESOLUTION
2026-01-28|11:25:29|NVIDIA: CONGRESS MUST REAUTHORIZE NATIONAL QUANTUM INITIATIVE
2026-01-28|11:55:30|**GOLD POSTS RECORD ONE-DAY DOLLAR GAIN**  Gold surged over $220 to a record $5 301.60 an ounce  marking its biggest one-day dollar gain ever and a 4.4% jump—the largest since March 2020. Prices are up nearly 16% over seven sessions  driven by Fed uncertainty and continued dollar weakness. Silver also jumped 7.2% to near record highs.
2026-01-28|11:59:30|**FED HOLD COULD SPARK WHITE HOUSE BACKLASH**  The Fed is expected to hold rates  potentially angering the White House. **Attention is on Governor Christopher Waller: backing the hold could end his chances to become Fed chair  while dissenting in favor of a cut could boost his candidacy.**
2026-01-28|12:00:30|🚨 *FED LEAVES RATE UNCHANGED
2026-01-28|12:00:31|FED: INFLATION REMAINS SOMEWHAT ELEVATED
2026-01-28|12:01:30|*FED SAYS GOVERNORS WALLER  MIRAN DISSENT IN FAVOR OF 25 BPS CUT
2026-01-28|12:01:31|*FED: UNEMPLOYMENT RATE HAS SHOWN SOME SIGNS OF STABILIZATION
2026-01-28|12:01:32|*FED VOTES 10-2 TO HOLD BENCHMARK RATE IN 3.5%-3.75% RANGE
2026-01-28|12:02:30|**FED PAUSES RATE CUTS  SIGNALS EXTENDED HOLD**  The Federal Reserve held rates steady at 3.5%–3.75% for the first time since July  with a 10–2 vote and no clear guidance on when cuts might resume. Officials remain split  weighing slowing job growth against stubborn inflation  suggesting rates could stay on hold for an extended period unless economic conditions worsen.
2026-01-28|12:03:30|US SHORT-TERM INTEREST-RATE FUTURES SLIDE AFTER FED KEEPS POLICY RATE ON HOLD
2026-01-28|12:05:30|WHITE HOUSE TO GATHER BANKING AND CRYPTO INDUSTRY EXECUTIVES ON MONDAY TO DISCUSS STALLED SENATE CRYPTO BILL - SOURCES  MEETING WILL FOCUS ON ABILITY OF CRYPTO COMPANIES TO PAY INTEREST  REWARDS ON STABLECOIN HOLDINGS - SOURCES
2026-01-28|12:30:30|FED CHAIR POWELL STARTS PRESS CONFERENCE
2026-01-28|12:31:30|POWELL: CURRENT STANCE OF POLICY APPROPRIATE
2026-01-28|12:31:31|POWELL: CURRENT POLICY PROMOTES PROGRESS TOWARD TWO GOALS
2026-01-28|12:32:30|POWELL: LAST YEAR'S CUTS HAVE LEFT POLICY STANCE 'APPROPRIATE' TO SUPPORT FED'S GOALS
2026-01-28|12:32:31|POWELL: GOVT SHUTDOWN EFFECTS SHOULD BE REVERSED THIS QUARTER
2026-01-28|12:33:30|POWELL: INFLATION REMAINS SOMEWHAT ELEVATED RELATIVE TO GOAL
2026-01-28|12:33:31|POWELL: TOTAL CORE PCE INFLATION IN DECMEBER PROBABLY ROSE 3%
2026-01-28|12:35:31|POWELL: DECISIONS ON MEETING BY MEETING BASIS
2026-01-28|12:35:32|POWELL: WILL CONTINUE TO DO JOB WITH OBJECTIVITY AND COMMITMENT TO SERVE AMERICAN PEOPLE
2026-01-28|12:36:30|POWELL: ATTENDED COOK'S SUPREME COURT CASE AS IT IS THE MOST IMPORTANT LEGAL CASE IN FED'S HISTORY
2026-01-28|12:37:30|POWELL: LISA COOK CASE IS PERHAPS MOST IMPORTANT LEGAL CASE IN FED'S HISTORY
2026-01-28|12:39:31|POWELL: DECLINES TO COMMENT ON WHETHER HE WOULD STAY ON AT FED AFTER CHAIR TERM EXPIRES
2026-01-28|12:40:30|POWELL: FED DOES NOT COMMENT ON DOLLAR
2026-01-28|12:42:31|POWELL: WILL CONTINUE MAKING DECISIONS MEETING-BY-MEETING  POWELL: HAVE NOT MADE ANY DECISIONS ABOUT FUTURE MEETINGS
2026-01-28|12:44:30|POWELL: MAY BE LOOSELY NEUTRAL  OR SOMEWHAT RESTRICTIVE
2026-01-28|12:44:31|POWELL: HAVE MOVED A GOOD WAY ON RATES
2026-01-28|12:47:30|POWELL: TARIFFS LIKELY TO BE A ONE-TIME PRICE INCREASE  POWELL: MOST OF THE OVERRUN IN INFLATION IS FROM TARIFFS  NOT DEMAND  POWELL: CORE PCE EX-EFFECTS OF TARIFFS ON GOODS IS RUNNING JUST A BIT ABOVE 2%
2026-01-28|12:48:30|POWELL: EXPECT WILL SEE TARIFF EFFECT ON GOODS PEAKING AND THEN COMING DOWN THIS YEAR  POWELL: IF WE SEE THAT  WOULD TELL US WE CAN LOOSED POLICY
2026-01-28|12:52:30|POWELL: NOT A LOT OF DATA THAT SUGGESTS THERE IS MUCH TO THE STORY ABOUT FOREIGN INVESTORS HEDGING THEIR DOLLAR ASSETS
2026-01-28|12:52:31|POWELL: RATE HIKE ISN'T ANYONE'S BASE CASE
2026-01-28|12:52:32|POWELL: ULTIMATELY WE'LL DO THE RIGHT THING
2026-01-28|12:52:34|POWELL: NO ONE'S BASE CASE IS RATE HIKE FOR NEXT MOVE
2026-01-28|12:53:32|$INTC - INTEL SHARES EXTEND GAINS  LAST UP 12% AT $49.19
2026-01-28|12:53:33|POWELL: US BUDGET DEFICIT IS UNSUSTAINABLE  THE SOONER WE WORK ON IT THE BETTER
2026-01-28|12:56:30|POWELL: DON'T BELIEVE WE WILL LOSE INDEPENDENCE  DON'T BELIEVE WE HAVE
2026-01-28|12:57:31|SCHUMER: US IMMIGRATION AGENTS SHOULD HAVE BODY CAMERAS  NO MASKS
2026-01-28|13:00:31|**POWELL WARNS US DEBT PATH UNSUSTAINABLE**  Powell says U.S. debt levels are sustainable for now  but the fiscal path is not. He called for action to fix the fiscal outlook  while declining to tie the issue to any immediate market event.
2026-01-28|13:00:32|POWELL: ECONOMY HAS ONCE AGAIN SUPRISED US WITH ITS STRENGTH
2026-01-28|13:01:30|SPOT GOLD HITS FRESH RECORD HIGH AT $5 331.27/OZ
2026-01-28|13:06:30|🚨 TRUMP'S FED CHAIR PICK MAY COME IN WEEK OR SO: BESSENT TO YAHOO
2026-01-28|13:07:30|POWELL: EXPECT TARIFF INFLATION TO TOP OUT ROUGHLY NEAR MIDDLE OF 2026
2026-01-28|13:07:31|POWELL: A LOT OF GEOPOLITICAL RISKS ARE AROUND ENERGY AND OIL  SO FAR DON'T SEE MUCH
2026-01-28|13:11:30|POWELL: ASKED ABOUT ADVICE FOR HIS SUCCESSOR AS FED CHAIR  SAYS  STAY OUT OF POLITICS
2026-01-28|13:12:30|POWELL: DON'T TAKE MUCH MESSAGE FROM RISE IN PRICE FOR GOLD
2026-01-28|13:13:30|POWELL: WE DON'T TAKE A STRONG SIGNAL FROM RISING GOLD  SILVER PRICES
2026-01-28|13:17:30|POWELL: WE NEED TO KEEP EYE ON INFLATION
2026-01-28|13:17:31|POWELL ENDS PRESS CONFERENCE
2026-01-28|14:03:31|NORWAY SOVEREIGN WEALTH FUND'S HOLDINGS IN U.S. TREASURIES AMOUNT TO 9.4% OF FUND'S TOTAL INVESTMENTS AT DECEMBER 31 VS 9.2% AT JUNE 30  FUND DATA SHOWS
2026-01-28|14:04:30|*META 4Q EPS $8.88 VS. $8.02 Y/Y  *META 4Q REV. $59.89B  EST. $58.42B  *META SEES 1Q REV. $53.5B TO $56.5B  EST. $51.27B
2026-01-28|14:04:31|*META SEES 2026 CAPEX $115B TO $135B  EST. $110.62B  *META SEES 2026 TOTAL EXPENSES $162B TO $169B  EST. $151B
2026-01-28|14:06:30|*TESLA 4Q ADJ EPS 50C  EST. 45C
2026-01-28|14:08:30|*TESLA 4Q REV. $24.90B  EST. $25.11B *TESLA 4Q OPER INCOME $1.41B  EST. $1.32B *TESLA 4Q ADJ EPS 50C  EST. 45C
2026-01-28|14:44:32|ZELENSKY: RUSSIA PLANS MASSIVE NEW STRIKE  Ukrainian President Volodymyr Zelensky said intelligence shows Russia is preparing a major new attack. He warned that Ukraine’s energy and heating systems remain vulnerable and urged Europe  the U.S.  and the EU to act. Zelensky said Russian strikes undermine peace efforts and called for stronger pressure to stop them.
